Identifiant livraison;Adresse du programme;Code postal;Ville;Année du financement - agrément;Bailleur social;Nombre total de logements financés;Dont nombre de logements PLA I;Dont nombre de logements PLUS;Dont nombre de logements PLUS CD;Dont nombre de logements PLS;Mode de réalisation;Commentaires;Arrondissement;Nature de programme;COORD_X_L93;COORD_Y_L93;geo_shape;geo_point_2d
3382;GROUPE JEAN SICART;75015;Paris;2018;PARIS HAB;256;1;1;0;1;acquisition conventionnement;;15;logement familial;648534.101;6858970.603;"{""type"": ""Point"", ""coordinates"": [2.298944460869842, 48.82873731279411]}";48.8287373128,2.29894446087
3274;31 RUE BONAPARTE;75006;Paris;2018;AXIMO;5;1;1;0;0;acquisition réhabilitation;;6;logement familial;651120.836;6861859.332;"{""type"": ""Point"", ""coordinates"": [2.333846641792667, 48.85491702422049]}";48.8549170242,2.33384664179
3283;17, RUE COTTE, RUE THEOPHILE ROUSSEL;75012;Paris;2018;AXIMO;1;1;0;0;0;acquisition réhabilitation;;12;logement familial;654320.361;6861214.881;"{""type"": ""Point"", ""coordinates"": [2.377518975334765, 48.849356299251404]}";48.8493562993,2.37751897533
3144;119, BD BESSIERES;75017;Paris;2017;PIER.LUM;16;5;11;0;0;construction neuve;;17;logement familial;649774.434;6866288.299;"{""type"": ""Point"", ""coordinates"": [2.31497437428933, 48.89464194258043]}";48.8946419426,2.31497437429
3151;10 AVENUE DE LA PORTE DE MENILMONTANT;75020;Paris;2017;RIVP;1;0;0;0;1;construction neuve;;20;logement familial;656755.82;6863542.261;"{""type"": ""Point"", ""coordinates"": [2.41046917014012, 48.8704543273146]}";48.8704543273,2.41046917014
3178;7 RUE LANTIEZ;75017;Paris;2017;RIVP;31;16;15;0;0;acquisition réhabilitation;;17;logement familial;650356.858;6866210.54;"{""type"": ""Point"", ""coordinates"": [2.322926747120732, 48.89398786388028]}";48.8939878639,2.32292674712
3085;56-58, RUE ERLANGER;75016;Paris;2017;HAB.CONF.;25;25;0;0;0;construction neuve;;16;maison relais;645682.112;6860750.819;"{""type"": ""Point"", ""coordinates"": [2.259870308791903, 48.84451272482926]}";48.8445127248,2.25987030879
3103;70, AVENUE DU GENERAL LECLERC;75014;Paris;2017;IMM 3F;6;4;2;0;0;construction neuve;;14;logement familial;650667.11;6859032.306;"{""type"": ""Point"", ""coordinates"": [2.3279911871348222, 48.82945899687512]}";48.8294589969,2.32799118713
2853;59, RUE DE MENILMONTANT;75020;Paris;2015;RIVP;6;0;0;0;6;acquisition conventionnement;;20;logement familial;655050.4869;6863299.866;"{""type"": ""Point"", ""coordinates"": [2.3872475953824273, 48.86815775281354]}";48.8681577528,2.38724759538
2863;92-116, BOULEVARD SUCHET;75016;Paris;2015;SIEMP;17;10;7;0;0;acquisition conventionnement;;16;logement familial;645787.1089;6861638.585;"{""type"": ""Point"", ""coordinates"": [2.261187723112664, 48.85250514079899]}";48.8525051408,2.26118772311
2877;42, AVENUE DU GENERAL LECLERC;75014;Paris;2014;RIVP;7;1;4;0;2;construction neuve;;14;logement familial;650773.005;6859215.484;"{""type"": ""Point"", ""coordinates"": [2.329412420957885, 48.83111443060498]}";48.8311144306,2.32941242096
2878;63, RUE DU CHEVALERET (SENGHOR);75013;Paris;2016;ADOMA;240;240;0;0;0;construction neuve;Résidence social issue du plan de traitement des foyers de travailleurs migrants;13;foyer de travailleurs migrants;654232.869;6858837.075;"{""type"": ""Point"", ""coordinates"": [2.376582579391686, 48.82796630658263]}";48.8279663066,2.37658257939
3414;83, RUE DOUDEAUVILLE ILOT CUSTINE;75018;Paris;2018;RIVP;139;1;1;0;1;acquisition réhabilitation;;18;logement familial;652266.376;6865562.853;"{""type"": ""Point"", ""coordinates"": [2.349041913913427, 48.88830787087829]}";48.8883078709,2.34904191391
3429;168, RUE DU FAUBOURG SAINT MARTIN;75010;Paris;2018;SABLIERE;31;1;1;0;0;construction neuve;;10;logement familial;653168.115;6864322.008;"{""type"": ""Point"", ""coordinates"": [2.361475498012149, 48.87721554181011]}";48.8772155418,2.36147549801
3457;28, AVENUE DE LA PORTE DE CHOISY;75013;Paris;2018;PARIS HAB;457;0;1;0;1;acquisition conventionnement;;13;logement familial;653414.415;6857882.801;"{""type"": ""Point"", ""coordinates"": [2.36553891749781, 48.81932571202339]}";48.819325712,2.3655389175
3231;6 RUE DE SEINE;75006;Paris;2017;AXIMO;3;1;2;0;0;acquisition conventionnement;;6;logement familial;651311.417;6862111.812;"{""type"": ""Point"", ""coordinates"": [2.336414950420134, 48.85720198153205]}";48.8572019815,2.33641495042
15971;228-230, RUE LECOURBE LECOURBE 1;75015;Paris;2019;ELOGIE SIEMP;25;0;25;0;0;acquisition conventionnement;;15;logement familial;648136.619;6860203.859;"{""type"": ""Point"", ""coordinates"": [2.293380020927564, 48.83979616034534]}";48.8397961603,2.29338002093
16125;5 RUE BOINOD;75018;Paris;2019;PARIS HAB;4;0;0;0;4;acquisition conventionnement;;18;logement familial;652348.389;6866020.146;"{""type"": ""Point"", ""coordinates"": [2.350108974327235, 48.89242621222322]}";48.8924262122,2.35010897433
15908;PARIS NORD EST  CHAPELLE INTERNATIONAL LOT I;75018;Paris;2019;SABLIERE;10;0;0;0;10;construction neuve;;18;logement familial;652972.708;6866361.39;"{""type"": ""Point"", ""coordinates"": [2.358585496427039, 48.89554079137736]}";48.8955407914,2.35858549643
16116;66 QUAI DE JEMMAPES;75010;Paris;2019;PARIS HAB;9;0;9;0;0;acquisition conventionnement;;10;logement familial;653500.479;6863623.684;"{""type"": ""Point"", ""coordinates"": [2.366083320725641, 48.87095975380964]}";48.8709597538,2.36608332073
15978;21-37, RUE BELGRAND;75020;Paris;2019;PARIS HAB;53;0;0;0;53;acquisition conventionnement;;20;logement familial;656428.034;6862905.516;"{""type"": ""Point"", ""coordinates"": [2.4060660520123403, 48.86470607366877]}";48.8647060737,2.40606605201
16884;1 RUE CHARLES FRANCOIS DUPUIS;75003;Paris;2019;IMM 3F;7;7;0;0;0;acquisition réhabilitation;;3;logement familial;653256.722;6862982.624;"{""type"": ""Point"", ""coordinates"": [2.362830903749472, 48.865177170049215]}";48.86517717,2.36283090375
16829;44, RUE DE L'AMIRAL MOUCHEZ;75014;Paris;2019;RIVP;7;0;7;0;0;acquisition réhabilitation;;14;logement familial;651645.717;6858342.679;"{""type"": ""Point"", ""coordinates"": [2.3413994223546, 48.823331242561096]}";48.8233312426,2.34139942235
15866;50-62, BOULEVARD JOURDAN 160, RUE DE LA TOMBE ISSOIRE;75014;Paris;2019;RIVP;68;0;68;0;0;construction neuve;;14;résidences pour étudiants;650817.036;6858247.231;"{""type"": ""Point"", ""coordinates"": [2.33012409140047, 48.82241017103659]}";48.822410171,2.3301240914
16111;86, RUE DE MENILMONTANT;75020;Paris;2019;AXIMO;2;0;0;0;2;acquisition conventionnement;;20;logement familial;655353.717;6863393.114;"{""type"": ""Point"", ""coordinates"": [2.391371270496914, 48.869017407509126]}";48.8690174075,2.3913712705
169;POLE 2 - LOT 3B (CHATEAU OUVRIER) 32-34 RUE PERNETY PL BK/14;75014;Paris;2002;PARIS HAB;20;0;20;0;0;acquisition réhabilitation;;14;logement familial;650003.1221;6859492.593;"{""type"": ""Point"", ""coordinates"": [2.318892759122765, 48.83354723138341]}";48.8335472314,2.31889275912
175;169, RUE MARCADET;75018;Paris;2002;ELOGIE;44;15;29;0;0;acquisition conventionnement;;18;logement familial;651366.7436;6865916.918;"{""type"": ""Point"", ""coordinates"": [2.33673336508109, 48.89142451957914]}";48.8914245196,2.33673336508
182;6-8, RUE DULAC;75015;Paris;2002;IMM 3F;48;12;36;0;0;acquisition conventionnement;;15;logement familial;649753.7447;6860575.654;"{""type"": ""Point"", ""coordinates"": [2.315367737952021, 48.84326782513847]}";48.8432678251,2.31536773795
445;24 RUE DE LUBECK;75016;Paris;2004;PARIS HAB;22;0;22;0;0;acquisition réhabilitation;;16;logement familial;648065.0899;6863045.743;"{""type"": ""Point"", ""coordinates"": [2.2920583812283892, 48.86534712248483]}";48.8653471225,2.29205838123
473;15 RUE JEAN LANTIER;75001;Paris;2005;SEM CENTRE;13;6;7;0;0;acquisition réhabilitation;"opération abandonnée; réagréée";1;logement familial;651985.8249;6862277.457;"{""type"": ""Point"", ""coordinates"": [2.345587437769335, 48.85874222483952]}";48.8587422248,2.34558743777
16881;18 RUE CELS;75014;Paris;2019;RIVP;5;5;0;0;0;acquisition réhabilitation;;14;logement familial;650402.207;6859840.301;"{""type"": ""Point"", ""coordinates"": [2.324288690655165, 48.8367050226616]}";48.8367050227,2.32428869066
491;4-6 VILLA DE L'ASTROLABE;75015;Paris;2005;FREHA;3;3;0;0;0;acquisition réhabilitation;;15;logement familial;650024.4975;6860677.693;"{""type"": ""Point"", ""coordinates"": [2.319044717463349, 48.844206514534164]}";48.8442065145,2.31904471746
515;25, RUE CUSTINE 65 RUE LABAT;75018;Paris;2005;PARIS HAB;25;6;13;0;6;acquisition réhabilitation;;18;logement familial;652067.2316;6865613.674;"{""type"": ""Point"", ""coordinates"": [2.346320507124633, 48.888750091301034]}";48.8887500913,2.34632050712
311;14-16, RUE FOREST ET 2-4 RUE CAVALLOTTI;75018;Paris;2004;SAGI;42;0;42;0;0;construction neuve;;18;résidence pour étudiants;650799.3817;6865288.503;"{""type"": ""Point"", ""coordinates"": [2.329068800069308, 48.88573031256802]}";48.8857303126,2.32906880007
326;2 BD DE STRASBOURG;75010;Paris;2004;SEM CENTRE;17;0;17;0;0;acquisition conventionnement;;10;logement familial;652655.4101;6863469.488;"{""type"": ""Point"", ""coordinates"": [2.354580391956976, 48.86951153496511]}";48.869511535,2.35458039196
333;4, RUE D'ECOSSE;75005;Paris;2004;SIEMP;5;0;5;0;0;acquisition réhabilitation;;5;logement familial;652042.1116;6861100.93;"{""type"": ""Point"", ""coordinates"": [2.3464872773981122, 48.848165996794]}";48.8481659968,2.3464872774
53;64-70 RUE COMPANS;75019;Paris;2001;RIVP;314;0;0;0;314;acquisition conventionnement;;19;logement familial;655468.5115;6864467.2;"{""type"": ""Point"", ""coordinates"": [2.392823526684062, 48.878684398275304]}";48.8786843983,2.39282352668
193;24 RUE AMELOT 4 RUE DU CHEMIN VERT;75011;Paris;2003;MUT.RATP;28;0;0;0;28;construction neuve;;11;logement familial;653700.1211;6862067.356;"{""type"": ""Point"", ""coordinates"": [2.368974428419522, 48.8569782934788]}";48.8569782935,2.36897442842
214;40-42, RUE DE LA BIENFAISANCE;75008;Paris;2003;ELOGIE;22;6;16;0;0;acquisition conventionnement;;8;logement familial;649777.9388;6864284.051;"{""type"": ""Point"", ""coordinates"": [2.315259217288007, 48.876618746443604]}";48.8766187464,2.31525921729
217;207-211 RUE SAINT CHARLES;75015;Paris;2003;RIVP;127;0;85;0;42;acquisition conventionnement;;15;logement familial;647100.6564;6860155.013;"{""type"": ""Point"", ""coordinates"": [2.279272252275713, 48.839272684129085]}";48.8392726841,2.27927225228
218;13 RUE GUYTON DE MORVEAU;75013;Paris;2003;PARIS HAB;15;0;0;0;15;acquisition réhabilitation;;13;logement familial;652142.5345;6858497.034;"{""type"": ""Point"", ""coordinates"": [2.3481485692547492, 48.82475645774224]}";48.8247564577,2.34814856925
232;45, RUE D'ALLERAY;75015;Paris;2003;IMM 3F;52;13;39;0;0;acquisition conventionnement;;15;logement familial;648911.1917;6859862.439;"{""type"": ""Point"", ""coordinates"": [2.303973747808389, 48.83678763893552]}";48.8367876389,2.30397374781
272;5 RUE D'UZES;75002;Paris;2003;RIVP;15;0;15;0;0;construction neuve;;2;logement familial;651958.5041;6863572.169;"{""type"": ""Point"", ""coordinates"": [2.345068724758498, 48.870383319611605]}";48.8703833196,2.34506872476
287;45-47, RUE DE LA MONTAGNE SAINTE GENEVIEVE;75005;Paris;2003;PARIS HAB;19;0;19;0;0;acquisition réhabilitation;;5;logement familial;652161.3797;6860981.328;"{""type"": ""Point"", ""coordinates"": [2.34812590086589, 48.84709928504646]}";48.847099285,2.34812590087
304;7, RUE DESARGUES;75011;Paris;2004;SIEMP;9;0;0;0;9;acquisition réhabilitation;;11;logement familial;654254.5946;6863478.217;"{""type"": ""Point"", ""coordinates"": [2.376379226275306, 48.86970559873731]}";48.8697055987,2.37637922628
63;70 RUE GUTENBERG;75015;Paris;2001;SAGI;17;0;7;0;10;acquisition conventionnement;;15;logement familial;647058.7432;6860399.701;"{""type"": ""Point"", ""coordinates"": [2.278670783829097, 48.841469712893826]}";48.8414697129,2.27867078383
73;217-223, RUE DES  PYRENEES 30-38, RUE RAMUS;75020;Paris;2001;PARIS HAB;4;0;4;0;0;construction neuve;;20;logement familial;655957.5438;6862717.676;"{""type"": ""Point"", ""coordinates"": [2.399672463611233, 48.862984851788205]}";48.8629848518,2.39967246361
77;1-19 RUE VILLOT, 30-40 QUAI DE LA RAPEE LOT 1;75012;Paris;2001;PARIS HAB;39;0;39;0;0;construction neuve;;12;logement familial;654046.1559;6860286.89;"{""type"": ""Point"", ""coordinates"": [2.373882781569945, 48.8409913606061]}";48.8409913606,2.37388278157
92;LOT A ET B- 49-51 RUE LEON FROT (FROT PHALSBOURG);75011;Paris;2002;ELOGIE;40;0;0;0;40;construction neuve;;11;logement familial;654961.3271;6861934.354;"{""type"": ""Point"", ""coordinates"": [2.38617691690161, 48.85587162072375]}";48.8558716207,2.3861769169
157;14-18, RUE CAUCHY;75015;Paris;2002;ELOGIE;92;14;58;0;20;acquisition conventionnement;;15;logement familial;646849.7601;6860572.204;"{""type"": ""Point"", ""coordinates"": [2.275801974702944, 48.84300382058663]}";48.8430038206,2.2758019747
702;8 RUE MARCADET;75018;Paris;2006;IMM 3F;42;42;0;0;0;acquisition réhabilitation;;18;foyer pour jeunes travailleurs ou résidence pour jeunes;652654.837;6865793.919;"{""type"": ""Point"", ""coordinates"": [2.354313472199845, 48.89041444635445]}";48.8904144464,2.3543134722
707;51 RUE CLAUDE BERNARD;75005;Paris;2006;IMM 3F;14;2;5;0;7;acquisition conventionnement;;5;logement familial;651953.5141;6860240.141;"{""type"": ""Point"", ""coordinates"": [2.345377273328648, 48.84041832144028]}";48.8404183214,2.34537727333
729;38 A 48 RUE DU NORD;75018;Paris;2006;SIEMP;13;0;0;0;13;construction neuve;;18;logement familial;652332.6826;6866099.77;"{""type"": ""Point"", ""coordinates"": [2.349885833485176, 48.893141077058495]}";48.8931410771,2.34988583349
738;21, RUE CONDORCET;75009;Paris;2006;PARIS HAB;15;3;12;0;0;acquisition conventionnement;;9;logement familial;652045.7476;6864595.687;"{""type"": ""Point"", ""coordinates"": [2.346142488882778, 48.87959406401531]}";48.879594064,2.34614248888
748;13, BD DE PORT ROYAL;75013;Paris;2006;RIVP;20;20;0;0;0;acquisition réhabilitation;;13;résidence sociale pour démuni;652249.024;6859839.299;"{""type"": ""Point"", ""coordinates"": [2.349448341413983, 48.83683549425022]}";48.8368354943,2.34944834141
768;24, RUE PICPUS;75012;Paris;2007;COOP.FAM.;26;7;0;19;0;construction neuve;;12;logement familial;655573.7592;6860823.586;"{""type"": ""Point"", ""coordinates"": [2.394639357948001, 48.845925017935414]}";48.8459250179,2.39463935795
772;5-7-9-11 RUE DES DEUX BOULES / 16, RUE BERTIN POIREE;75001;Paris;2007;IMM 3F;47;11;24;0;12;acquisition réhabilitation;;1;logement familial;651984.7839;6862307.139;"{""type"": ""Point"", ""coordinates"": [2.345569897234435, 48.859009073966845]}";48.859009074,2.34556989723
778;13-15,  RUE DU NORD;75018;Paris;2007;SIEMP;3;0;3;0;0;construction neuve;;18;logement familial;652444.2037;6866059.242;"{""type"": ""Point"", ""coordinates"": [2.351411293681057, 48.89278487191554]}";48.8927848719,2.35141129368
782;31-33, RUE PASQUIER;75008;Paris;2007;SABLIERE;8;1;7;0;0;construction neuve;;8;logement familial;650401.2568;6864034.931;"{""type"": ""Point"", ""coordinates"": [2.323786367197352, 48.874426786076405]}";48.8744267861,2.3237863672
785;100, RUE DES HAIES;75020;Paris;2007;SIEMP;6;0;6;0;0;acquisition réhabilitation;;20;logement familial;656290.0864;6861898.406;"{""type"": ""Point"", ""coordinates"": [2.404289310660201, 48.85563986384413]}";48.8556398638,2.40428931066
795;105 RUE DE ROME;75017;Paris;2007;ELOGIE;8;2;6;0;0;acquisition réhabilitation;;17;logement familial;649998.9782;6865120.283;"{""type"": ""Point"", ""coordinates"": [2.318174329954944, 48.88415591311961]}";48.8841559131,2.31817432995
589;164-168, BD DE LA VILLETTE ET 8-14 CITE LEPAGE;75019;Paris;2005;SIEMP;30;0;0;0;30;construction neuve;;19;logement familial;653835.4672;6864683.231;"{""type"": ""Point"", ""coordinates"": [2.37053479420387, 48.88051211172004]}";48.8805121117,2.3705347942
621;3-5-7, CITE DEBERGUE;75012;Paris;2006;ELOGIE;3;3;0;0;0;acquisition réhabilitation;;12;logement familial;656251.6142;6860797.797;"{""type"": ""Point"", ""coordinates"": [2.403878241888139, 48.845739475196446]}";48.8457394752,2.40387824189
632;76, RUE DE RENNES;75006;Paris;2006;RIVP;45;0;15;0;30;acquisition réhabilitation;;6;logement familial;650881.3489;6861456.445;"{""type"": ""Point"", ""coordinates"": [2.330629474437494, 48.85127568182586]}";48.8512756818,2.33062947444
667;5 RUE DELAITRE;75020;Paris;2006;SIEMP;14;14;0;0;0;acquisition réhabilitation;;20;logement familial;655061.6665;6863196.552;"{""type"": ""Point"", ""coordinates"": [2.387410915679311, 48.86722944576321]}";48.8672294458,2.38741091568
923;76, RUE DE RENNES;75006;Paris;2007;RIVP;23;12;11;0;0;construction neuve;;6;logement familial;650881.3489;6861456.445;"{""type"": ""Point"", ""coordinates"": [2.330629474437494, 48.85127568182586]}";48.8512756818,2.33062947444
941;20-30, RUE EMILE DUPLOYE;75018;Paris;2007;PARIS HAB;8;8;0;0;0;construction neuve;;18;logement familial;652721.5894;6865724.708;"{""type"": ""Point"", ""coordinates"": [2.355231498507556, 48.889796962224594]}";48.8897969622,2.35523149851
950;12, AVENUE BOUDON ET 55, RUE JEAN DE LA FONTAINE;75016;Paris;2007;PARIS HAB;1;0;1;0;0;acquisition conventionnement;;16;logement familial;646398.8446;6861292.565;"{""type"": ""Point"", ""coordinates"": [2.269567586999843, 48.849444611601974]}";48.8494446116,2.269567587
370;11 PASSAGE TURQUETIL;75011;Paris;2004;SIEMP;3;0;3;0;0;acquisition réhabilitation;;11;logement familial;655427.186;6861520.219;"{""type"": ""Point"", ""coordinates"": [2.39256918078875, 48.852179719042205]}";48.852179719,2.39256918079
393;21 RUE PAUL DE KOCK;75019;Paris;2004;SNL-PROLOG;1;1;0;0;0;acquisition conventionnement;;19;logement familial;655896.034;6864344.967;"{""type"": ""Point"", ""coordinates"": [2.398665161728869, 48.877614606195905]}";48.8776146062,2.39866516173
429;LOT 4 - 5BIS-10, IMPASSE ROBERT 3 IMP CALMELS 16 IMP GR. BOUTEILLE;75018;Paris;2004;SIEMP;19;0;0;0;19;construction neuve;;18;logement familial;651509.1658;6866241.57;"{""type"": ""Point"", ""coordinates"": [2.338638562966105, 48.89435472691655]}";48.8943547269,2.33863856297
882;8 ET 43, RUE DAVY;75017;Paris;2007;COOP.FAM.;31;31;0;0;0;construction neuve;"opération abandonnée; réagréée";17;foyer pour jeunes travailleurs ou résidence pour jeunes;650566.8554;6865863.539;"{""type"": ""Point"", ""coordinates"": [2.325831127606499, 48.89088358507863]}";48.8908835851,2.32583112761
912;87 BIS, AV DU GENERAL LECLERC;75014;Paris;2007;PARIS HAB;22;6;16;0;0;acquisition réhabilitation;;14;logement familial;650573.9237;6858765.699;"{""type"": ""Point"", ""coordinates"": [2.326752835753429, 48.82705423166529]}";48.8270542317,2.32675283575
1107;49, RUE DE GERGOVIE 105, RUE RAYMOND LOSSERAND;75014;Paris;2008;SIEMP;30;6;17;0;7;construction neuve;"opération abandonnée; réagréée";14;logement familial;649829.8963;6859437.528;"{""type"": ""Point"", ""coordinates"": [2.316539515265756, 48.83303856752491]}";48.8330385675,2.31653951527
1117;97, RUE DE BELLEVILLE;75019;Paris;2008;HAB.SOL.;1;1;0;0;0;acquisition conventionnement;;19;logement familial;654946.991;6863976.388;"{""type"": ""Point"", ""coordinates"": [2.385765057009675, 48.874234361448565]}";48.8742343614,2.38576505701
1133;GROUPE MOLITOR 1, RUE RAFFAELLI;75016;Paris;2008;PARIS HAB;2;0;2;0;0;acquisition réhabilitation;;16;logement familial;645398.6344;6860581.915;"{""type"": ""Point"", ""coordinates"": [2.256029584930582, 48.84296982770585]}";48.8429698277,2.25602958493
