Identifiant livraison;Adresse du programme;Code postal;Ville;Année du financement - agrément;Bailleur social;Nombre total de logements financés;Dont nombre de logements PLA I;Dont nombre de logements PLUS;Dont nombre de logements PLUS CD;Dont nombre de logements PLS;Mode de réalisation;Commentaires;Arrondissement;Nature de programme;COORD_X_L93;COORD_Y_L93;geo_shape;geo_point_2d
1733;4, RUE DE PROVENCE;75009;Paris;2010;RIVP;30;30;0;0;0;construction neuve;Résidence social issue du plan de traitement des foyers de travailleurs migrants;9;site de desserrement de foyer de travailleur migrant;651708.1711;6863987.862;"{""type"": ""Point"", ""coordinates"": [2.341608938442541, 48.874102830003]}";48.87410283,2.34160893844
1784;142, RUE MARCADET;75018;Paris;2010;SIEMP;8;2;6;0;0;acquisition réhabilitation;;18;logement familial;651536.6333;6865922.666;"{""type"": ""Point"", ""coordinates"": [2.339049578189246, 48.891489019751766]}";48.8914890198,2.33904957819
1611;PORTE DES LILAS LOT C1 24-30 AVENUE DU DOCTEUR GLEY;75020;Paris;2010;RIVP;60;60;0;0;0;construction neuve;Résidence social issue du plan de traitement des foyers de travailleurs migrants;20;site de desserrement de foyer de travailleur migrant;656814.4293;6864253.511;"{""type"": ""Point"", ""coordinates"": [2.411195837125542, 48.87685440332874]}";48.8768544033,2.41119583713
1631;41, RUE RICHARD LENOIR;75011;Paris;2010;SIEMP;3;0;3;0;0;construction neuve;;11;logement familial;654591.8097;6861995.184;"{""type"": ""Point"", ""coordinates"": [2.38113454596312, 48.856392722506605]}";48.8563927225,2.38113454596
1645;35 RUE DES PETITS CARREAUX;75002;Paris;2010;ELOGIE;5;0;5;0;0;acquisition réhabilitation;;2;logement familial;652115.6152;6863265.227;"{""type"": ""Point"", ""coordinates"": [2.347245052704066, 48.867634751020695]}";48.867634751,2.3472450527
1659;10 RUE ACHILLE LUCHAIRE GROUPE PORTE DE MONTROUGE;75014;Paris;2010;PARIS HAB;2;0;2;0;0;acquisition réhabilitation;;14;logement familial;650186.2119;6858368.728;"{""type"": ""Point"", ""coordinates"": [2.321518418401342, 48.823454374182944]}";48.8234543742,2.3215184184
1668;GROUPE COURCELLES 16, AVENUE PAUL ADAM;75017;Paris;2010;PARIS HAB;1;0;1;0;0;acquisition réhabilitation;;17;logement familial;648402.368;6865528.889;"{""type"": ""Point"", ""coordinates"": [2.296354062918673, 48.88770439023033]}";48.8877043902,2.29635406292
2069;2, RUE VOLTAIRE;75011;Paris;2012;ELOGIE;16;3;10;0;3;acquisition conventionnement;;11;logement familial;655243.7409;6861523.539;"{""type"": ""Point"", ""coordinates"": [2.390068971552005, 48.85219685865341]}";48.8521968587,2.39006897155
2122;25-31 RUE PRADIER;75019;Paris;2012;PARIS HAB;196;29;69;0;98;acquisition conventionnement;;19;logement familial;654726.1538;6864253.342;"{""type"": ""Point"", ""coordinates"": [2.382724855455053, 48.87670946163743]}";48.8767094616,2.38272485546
2134;47, RUE HERMEL;75018;Paris;2012;PARIS HAB;15;3;6;0;6;construction neuve;;18;logement familial;652045.5097;6866240.424;"{""type"": ""Point"", ""coordinates"": [2.345953494564658, 48.894384595670175]}";48.8943845957,2.34595349456
1909;GROUPE PORTE DOREE 7, AVENUE GENERAL LAPERRINE;75012;Paris;2011;PARIS HAB;1;0;1;0;0;acquisition réhabilitation;;12;logement familial;656466.5951;6859506.307;"{""type"": ""Point"", ""coordinates"": [2.40693966223575, 48.83413954965179]}";48.8341395497,2.40693966224
1952;2-2 TER, RUE DES ARQUEBUSIERS;75003;Paris;2011;RIVP;11;0;11;0;0;acquisition conventionnement;;3;logement familial;653543.6102;6862330.942;"{""type"": ""Point"", ""coordinates"": [2.366812610780704, 48.85933743079817]}";48.8593374308,2.36681261078
1956;19-21,23,27,29 , RUE SAINT PAUL 1-3, RUE CHARLEMAGNE;75004;Paris;2011;RIVP;93;0;93;0;0;acquisition conventionnement;;4;logement familial;653161.6895;6861726.166;"{""type"": ""Point"", ""coordinates"": [2.361673999734939, 48.853871076410144]}";48.8538710764,2.36167399973
1958;30 ET 34 A 42 RUE FRANCOIS MIRON 22 BIS RUE DU PONT LOUIS PHILIPPE;75004;Paris;2011;RIVP;37;0;37;0;0;acquisition conventionnement;;4;logement familial;652785.766;6861934.977;"{""type"": ""Point"", ""coordinates"": [2.356527842140558, 48.85572145889616]}";48.8557214589,2.35652784214
1960;5 -7, RUE NEUVE SAINT PIERRE;75004;Paris;2011;RIVP;15;0;15;0;0;acquisition conventionnement;;4;logement familial;653296.3714;6861701.804;"{""type"": ""Point"", ""coordinates"": [2.363512080054755, 48.85366176767408]}";48.8536617677,2.36351208005
1965;11-15, RUE MIRBEL 4-6, RUE DU MARCHE DES PATRIARCHES 7-9, RUE DES PATRIARCHES;75005;Paris;2011;RIVP;14;0;14;0;0;acquisition conventionnement;;5;logement familial;652363.6407;6860264.04;"{""type"": ""Point"", ""coordinates"": [2.3509622282506593, 48.84066369314724]}";48.8406636931,2.35096222825
1967;20-22, RUE DESCARTES 4-6, RUE SAINT ETIENNE DU MONT;75005;Paris;2011;RIVP;8;0;8;0;0;acquisition conventionnement;;5;logement familial;652196.8085;6860933.205;"{""type"": ""Point"", ""coordinates"": [2.34861405969935, 48.8466691451667]}";48.8466691452,2.3486140597
1985;93, BD DU MONTPARNASSE;75006;Paris;2011;RIVP;71;71;0;0;0;construction neuve;;6;foyer pour jeunes travailleurs ou résidence pour jeunes;650649.0681;6860523.992;"{""type"": ""Point"", ""coordinates"": [2.327572400161768, 48.84287241940293]}";48.8428724194,2.32757240016
2301;OURCQ - JAURES - CPCU - LOTS 8-9 RUE DE L'OURCQ - ANGLE THIONVILLE MARNE;75019;Paris;2013;IMM 3F;19;0;0;0;19;construction neuve;;19;logement familial;654862.869;6865527.299;"{""type"": ""Point"", ""coordinates"": [2.384453390013153, 48.888175403964034]}";48.888175404,2.38445339001
2312;6, RUE CHAMBIGES;75008;Paris;2013;PARIS HAB;1;0;1;0;0;construction neuve;;8;logement familial;648921.3338;6863201.395;"{""type"": ""Point"", ""coordinates"": [2.303710800707478, 48.86681533460792]}";48.8668153346,2.30371080071
2322;45-53, AVENUE PHILIPPE AUGUSTE;75011;Paris;2013;PARIS HAB;1;0;1;0;0;acquisition conventionnement;;11;logement familial;655471.3037;6861543.797;"{""type"": ""Point"", ""coordinates"": [2.393167916411875, 48.85239480609181]}";48.8523948061,2.39316791641
2325;12-14, BOULEVARD DE PICPUS;75012;Paris;2013;PARIS HAB;1;1;0;0;0;acquisition réhabilitation;;12;logement familial;656013.1047;6860157.868;"{""type"": ""Point"", ""coordinates"": [2.400694581393089, 48.839968317185836]}";48.8399683172,2.40069458139
1796;34, RUE DU SURMELIN;75020;Paris;2010;SIEMP;12;0;8;0;4;acquisition réhabilitation;;20;logement familial;656290.7049;6863321.696;"{""type"": ""Point"", ""coordinates"": [2.404151368442041, 48.86843942315825]}";48.8684394232,2.40415136844
1813;42 RUE CAUCHY;75015;Paris;2010;RIVP;5;0;5;0;0;construction neuve;"opération abandonnée; réagréée";15;logement familial;647054.9858;6860456.501;"{""type"": ""Point"", ""coordinates"": [2.278612521711425, 48.84198020397917]}";48.841980204,2.27861252171
2016;10 RUE DE MEAUX;75019;Paris;2011;SIEMP;11;0;11;0;0;construction neuve;;19;logement familial;653868.1136;6864470.147;"{""type"": ""Point"", ""coordinates"": [2.371003061073932, 48.87859824290032]}";48.8785982429,2.37100306107
2036;29, RUE FESSART 34, RUE MELINGUE;75019;Paris;2011;TOIT&JOIE;3;0;3;0;0;acquisition conventionnement;;19;logement familial;654962.8997;6864224.22;"{""type"": ""Point"", ""coordinates"": [2.385955666465442, 48.87646417397534]}";48.876464174,2.38595566647
2048;23, RUE DU RETRAIT;75020;Paris;2012;ANTIN;129;129;0;0;0;construction neuve;Résidence social issue du plan de traitement des foyers de travailleurs migrants;20;foyer de travailleurs migrants;655561.144;6863346.517;"{""type"": ""Point"", ""coordinates"": [2.394203726684232, 48.868612712639084]}";48.8686127126,2.39420372668
2207;79 RUE PERNETY;75014;Paris;2012;RIVP;1;0;1;0;0;construction neuve;;14;logement familial;649810.8232;6859651.674;"{""type"": ""Point"", ""coordinates"": [2.316254437544395, 48.83496290914669]}";48.8349629091,2.31625443754
2216;ZAC CLICHY BATIGNOLLES LOT O3;75017;Paris;2012;RIVP;63;63;0;0;0;construction neuve;;17;foyer pour jeunes travailleurs ou résidence pour jeunes;649776.9052;6865926.723;"{""type"": ""Point"", ""coordinates"": [2.3150508540530232, 48.89139063648698]}";48.8913906365,2.31505085405
2247;ZAC CLICHY BATIGNOLLES 116, RUE DE SAUSSURE LOT 4.4;75017;Paris;2013;BATIGERE;25;0;0;0;25;construction neuve;;17;logement familial;649466.9081;6865562.325;"{""type"": ""Point"", ""coordinates"": [2.310866658316585, 48.888089495704726]}";48.8880894957,2.31086665832
2609;23, RUE DU COUEDIC;75014;Paris;2014;RIVP;9;3;6;0;0;construction neuve;;14;logement familial;650986.5562;6859104.332;"{""type"": ""Point"", ""coordinates"": [2.33233415474032, 48.83013110460804]}";48.8301311046,2.33233415474
2611;4, RUE JEAN DE LA FONTAINE;75016;Paris;2014;RIVP;11;3;5;0;3;acquisition conventionnement;;16;logement familial;646834.4147;6861661.307;"{""type"": ""Point"", ""coordinates"": [2.275456736928326, 48.8527967500059]}";48.85279675,2.27545673693
2633;14, RUE DU LOIRET;75013;Paris;2014;SABLIERE;100;51;49;0;0;construction neuve;opération abandonnée;13;foyer pour jeunes travailleurs ou résidence pour jeunes;654370.4271;6858628.328;"{""type"": ""Point"", ""coordinates"": [2.378478631488462, 48.82609876203868]}";48.826098762,2.37847863149
2405;12-16, RUE HAXO;75020;Paris;2013;RIVP;53;0;0;0;53;acquisition conventionnement;;20;logement familial;656361.3105;6863526.764;"{""type"": ""Point"", ""coordinates"": [2.405092772152138, 48.87028835646529]}";48.8702883565,2.40509277215
2429;47-49, RUE RAYMOND LOSSERAND;75014;Paris;2013;SIEMP;27;0;27;0;0;construction neuve;;14;foyer pour personnes handicapées;650090.9951;6859643.481;"{""type"": ""Point"", ""coordinates"": [2.320072093973025, 48.83491098624935]}";48.8349109862,2.32007209397
2439;96, RUE DE MEAUX - 3, RUE PETIT;75019;Paris;2013;SIEMP;10;0;0;0;10;construction neuve;;19;logement familial;654534.5578;6865170.06;"{""type"": ""Point"", ""coordinates"": [2.380014560043054, 48.88493976571824]}";48.8849397657,2.38001456004
2350;6, PLACE POSSOZ;75016;Paris;2013;PARIS HAB;45;9;25;0;11;acquisition réhabilitation;;16;logement familial;646958.9231;6862396.122;"{""type"": ""Point"", ""coordinates"": [2.277061767573307, 48.859415083148605]}";48.8594150831,2.27706176757
2374;8-10, RUE CHARLES V;75004;Paris;2013;RIVP;55;0;28;0;27;construction neuve;;4;résidence pour étudiants;653254.1885;6861619.26;"{""type"": ""Point"", ""coordinates"": [2.362946302119111, 48.85291639493754]}";48.8529163949,2.36294630212
2156;ZAC BEDIER - ILOT YERSIN - AVENUE DE LA PORTE D'IVRY AVENUE CLAUDE REGAUD;75013;Paris;2012;PARIS HAB;17;17;0;0;0;construction neuve;;13;résidence sociale pour démuni;653857.4492;6858065.276;"{""type"": ""Point"", ""coordinates"": [2.371552679771209, 48.8209986115771]}";48.8209986116,2.37155267977
2157;ZAC BEDIER - ILOT YERSIN - AVENUE DE LA PORTE D'IVRY AVENUE CLAUDE REGAUD;75013;Paris;2012;PARIS HAB;21;0;0;0;21;construction neuve;;13;établissement d'hébergement pour personnes âgées dépendantes;653843.0967;6858057.459;"{""type"": ""Point"", ""coordinates"": [2.371358058983545, 48.820927284182574]}";48.8209272842,2.37135805898
2166;10 BIS, RUE DAGUERRE;75014;Paris;2012;RIVP;12;2;6;0;4;acquisition réhabilitation;;14;logement familial;650842.9806;6859508.04;"{""type"": ""Point"", ""coordinates"": [2.3303318097521, 48.83375075088892]}";48.8337507509,2.33033180975
2177;13, RUE RICHER;75009;Paris;2012;RIVP;3;0;3;0;0;construction neuve;;9;logement familial;652066.3577;6863970.904;"{""type"": ""Point"", ""coordinates"": [2.346493997750385, 48.87397708929644]}";48.8739770893,2.34649399775
2492;125, BOULEVARD DE CHARONNE;75011;Paris;2014;ELOGIE;1;0;1;0;0;acquisition réhabilitation;;11;logement familial;655453.4463;6862068.511;"{""type"": ""Point"", ""coordinates"": [2.392869587456569, 48.857112302719926]}";48.8571123027,2.39286958746
2530;179, RUE BLOMET;75015;Paris;2014;IMM 3F;16;5;6;0;5;construction neuve;;15;logement familial;648121.1192;6859881.804;"{""type"": ""Point"", ""coordinates"": [2.293208127821052, 48.83689867339895]}";48.8368986734,2.29320812782
2797;20, RUE SIMPLON;75018;Paris;2015;PARIS HAB;19;6;7;0;6;acquisition réhabilitation;;18;logement familial;652386.7842;6866168.897;"{""type"": ""Point"", ""coordinates"": [2.350615915472864, 48.893766712219026]}";48.8937667122,2.35061591547
2798;1, CITE JANDELLE 55-57, RUE REBEVAL;75019;Paris;2015;PARIS HAB;12;0;0;0;12;acquisition réhabilitation;;19;logement familial;654512.6176;6864046.37;"{""type"": ""Point"", ""coordinates"": [2.3798357305590843, 48.87483316164736]}";48.8748331616,2.37983573056
2807;27, RUE DE LA PICARDIE;75003;Paris;2015;RIVP;4;4;0;0;0;construction neuve;;3;logement familial;653272.6787;6862886.923;"{""type"": ""Point"", ""coordinates"": [2.363058926560671, 48.86431770301275]}";48.864317703,2.36305892656
2816;42, RUE DE LANCRY;75010;Paris;2015;RIVP;12;4;4;0;4;acquisition conventionnement;;10;logement familial;653220.0253;6863693.91;"{""type"": ""Point"", ""coordinates"": [2.362252397145503, 48.87157097313294]}";48.8715709731,2.36225239715
2825;7-9, AVENUE LEON BOLLEE;75013;Paris;2015;RIVP;15;0;0;0;15;construction neuve;;13;logement familial;653317.4945;6857792.139;"{""type"": ""Point"", ""coordinates"": [2.364228930672566, 48.818503357710334]}";48.8185033577,2.36422893067
2762;7, RUE DE PUTEAUX;75017;Paris;2015;HENEO;18;18;0;0;0;acquisition réhabilitation;Résidence social issue du plan de traitement des foyers de travailleurs migrants;17;foyer de travailleurs migrants;650259.2649;6864996.249;"{""type"": ""Point"", ""coordinates"": [2.321738013298289, 48.88306067695943]}";48.883060677,2.3217380133
2779;63 A 75 BD DIDEROT 20 A 20BIS RUE DE REUILLY (CASERNE DE REUILLY LOT B1);75012;Paris;2015;PARIS HAB;22;10;6;0;6;construction neuve;;12;logement familial;654870.5582;6860981.993;"{""type"": ""Point"", ""coordinates"": [2.385040978146677, 48.847300708350645]}";48.8473007084,2.38504097815
2991;TELECOM PARIS TECH RUE BARRAULT;75013;Paris;2016;RIVP;95;29;38;0;28;acquisition réhabilitation;;13;logement familial;652141.839;6858513.679;"{""type"": ""Point"", ""coordinates"": [2.348137224919441, 48.82490609722864]}";48.8249060972,2.34813722492
3005;PARIS NORD EST - CHAPELLE INTERNATIONAL- LOT B 69, RUE DE LA CHAPELLE;75018;Paris;2016;SABLIERE;73;22;31;0;20;construction neuve;;18;logement familial;652989.064;6866437.775;"{""type"": ""Point"", ""coordinates"": [2.358800109526916, 48.89622888510705]}";48.8962288851,2.35880010953
3010;41 RUE D'ABOUKIR;75002;Paris;2016;SIEMP;5;5;0;0;0;construction neuve;;2;résidence sociale pour démuni;651948.751;6863218.046;"{""type"": ""Point"", ""coordinates"": [2.344975816668143, 48.867198034513926]}";48.8671980345,2.34497581667
3039;4, RUE SAINTE ANASTASE;75003;Paris;2016;SNL;1;1;0;0;0;acquisition réhabilitation;;3;logement familial;653350.468;6862359.959;"{""type"": ""Point"", ""coordinates"": [2.364177066511127, 48.85958442037579]}";48.8595844204,2.36417706651
2702;4, RUE DAVY;75017;Paris;2015;AXIMO;1;0;1;0;0;acquisition conventionnement;;17;logement familial;650596.222;6865849.025;"{""type"": ""Point"", ""coordinates"": [2.326233298588316, 48.89075532051722]}";48.8907553205,2.32623329859
2724;3-9, RUE DU CHEVALERET;75013;Paris;2015;ELOGIE;12;3;5;0;4;construction neuve;;13;logement familial;654335.473;6858542.599;"{""type"": ""Point"", ""coordinates"": [2.378011738572746, 48.82532531054486]}";48.8253253105,2.37801173857
2746;21, RUE DES BALKANS;75020;Paris;2015;HUMANISME;4;4;0;0;0;acquisition réhabilitation;;20;logement familial;656437.8132;6862520.709;"{""type"": ""Point"", ""coordinates"": [2.406238790081237, 48.86124620304543]}";48.861246203,2.40623879008
2888;3 A 7 RUE DES MORILLONS;75015;Paris;2016;AXIMO;3;0;3;0;0;acquisition conventionnement;;15;logement familial;648333.556;6859604.382;"{""type"": ""Point"", ""coordinates"": [2.29613587838606, 48.834420877451265]}";48.8344208775,2.29613587839
2892;37 BIS RUE DE MONTREUIL;75011;Paris;2016;BATIGERE;2;2;0;0;0;acquisition réhabilitation;;11;logement familial;655031.994;6861335.417;"{""type"": ""Point"", ""coordinates"": [2.38720333022697, 48.85049033712321]}";48.8504903371,2.38720333023
2912;16 AV GAMBETTA;75020;Paris;2016;ELOGIE;1;1;0;0;0;acquisition réhabilitation;;20;logement familial;655205.362;6862755.122;"{""type"": ""Point"", ""coordinates"": [2.38941619133624, 48.863269732468304]}";48.8632697325,2.38941619134
2917;64, RUE DES MARAICHERS;75020;Paris;2016;FREHA;25;25;0;0;0;construction neuve;;20;maison relais;656460.825;6861610.548;"{""type"": ""Point"", ""coordinates"": [2.406645652900139, 48.853062725889686]}";48.8530627259,2.4066456529
2922;ZAC PRG TOLBIAC LOT T10A SUD;75013;Paris;2016;HAB.CONF.;154;0;154;0;0;construction neuve;;13;résidence pour étudiants;653856.715;6859628.574;"{""type"": ""Point"", ""coordinates"": [2.371373179690095, 48.835057539202275]}";48.8350575392,2.37137317969
2926;108, AVENUE D'IVRY TOLBIAC;75013;Paris;2016;HSF;14;0;0;0;14;construction neuve;;13;logement familial;653084.831;6858607.112;"{""type"": ""Point"", ""coordinates"": [2.360970592814998, 48.825815676879444]}";48.8258156769,2.36097059281
2959;21, RUE MONTCALM;75018;Paris;2016;PARIS HAB;41;21;12;0;8;acquisition conventionnement;;18;logement familial;651395.999;6866074.864;"{""type"": ""Point"", ""coordinates"": [2.337114252225767, 48.892847074397636]}";48.8928470744,2.33711425223
2982;45-47 QUAI DE VALMY;75010;Paris;2016;RIVP;61;10;51;0;0;acquisition réhabilitation;;10;logement familial;653493.137;6863500.396;"{""type"": ""Point"", ""coordinates"": [2.365996728108604, 48.86985051850432]}";48.8698505185,2.36599672811
3369;18, AVENUE DE LA PORTE DE LA VILLETTE;75019;Paris;2018;RATP HABITAT;16;0;0;0;1;construction neuve;;19;logement familial;655111.169;6866763.625;"{""type"": ""Point"", ""coordinates"": [2.387708650549432, 48.89931059223375]}";48.8993105922,2.38770865055
3381;EXPOSITIONS 1 A 11, AVENUE DE LA PORTE DE LA PLAINE;75015;Paris;2018;PARIS HAB;287;1;1;0;1;acquisition conventionnement;;15;logement familial;648064.278;6859166.659;"{""type"": ""Point"", ""coordinates"": [2.292521063671574, 48.83046277275244]}";48.8304627728,2.29252106367
3291;19, RUE GERMAIN PILON;75018;Paris;2018;AXIMO;2;0;1;0;0;acquisition réhabilitation;;18;logement familial;651355.192;6865074.769;"{""type"": ""Point"", ""coordinates"": [2.336672311088409, 48.88385050502175]}";48.883850505,2.33667231109
3300;14-16, RUE DE PALI-KAO;75020;Paris;2018;BATIGERE;39;0;0;0;1;acquisition réhabilitation;;20;logement familial;654597.149;6863500.806;"{""type"": ""Point"", ""coordinates"": [2.381046467392983, 48.869932976151745]}";48.8699329762,2.38104646739
3305;151, RUE DE BAGNOLET;75020;Paris;2018;DOMAXIS;15;0;0;0;1;acquisition réhabilitation;;20;logement familial;656477.486;6862714.567;"{""type"": ""Point"", ""coordinates"": [2.40675966658333, 48.86299223229028]}";48.8629922323,2.40675966658
3311;33 RUE DU CHÂTEAU LANDON;75010;Paris;2018;ELOGIE SIEMP;19;1;1;0;1;acquisition réhabilitation;;10;logement familial;653349.279;6865003.505;"{""type"": ""Point"", ""coordinates"": [2.363870598764874, 48.88335720551971]}";48.8833572055,2.36387059876
3318;56, AVENUE PARMENTIER;75011;Paris;2018;ELOGIE SIEMP;7;0;1;0;0;construction neuve;;11;logement familial;654277.859;6862674.284;"{""type"": ""Point"", ""coordinates"": [2.376782860581401, 48.862477600263055]}";48.8624776003,2.37678286058
3172;52, RUE DES CEVENNES;75015;Paris;2017;RIVP;9;5;4;0;0;construction neuve;;15;logement familial;647188.454;6860522.52;"{""type"": ""Point"", ""coordinates"": [2.280422757483093, 48.84258486159885]}";48.8425848616,2.28042275748
3175;61 BD BARBES;75018;Paris;2017;RIVP;1;0;1;0;0;acquisition réhabilitation;;18;logement familial;652292.861;6865744.353;"{""type"": ""Point"", ""coordinates"": [2.349382687737111, 48.8899419977758]}";48.8899419978,2.34938268774
3048;140, BD DU MONTPARNASSE;75014;Paris;2016;TOIT&JOIE;34;24;10;0;0;construction neuve;;14;logement familial;651016.364;6860290.39;"{""type"": ""Point"", ""coordinates"": [2.332603626674066, 48.840799659418686]}";48.8407996594,2.33260362667
3072;2 RUE VOLTAIRE;75011;Paris;2017;ELOGIE SIEMP;1;1;0;0;0;construction neuve;;11;logement familial;655245.13;6861523.81;"{""type"": ""Point"", ""coordinates"": [2.390087872702647, 48.85219939224364]}";48.8521993922,2.3900878727
3114;ANGLE BOULEVARD CARNOT AVENUE COURTELINE PORTE DE VINCENNES;75012;Paris;2017;LOGIS.TR.;150;0;150;0;0;construction neuve;;12;résidence pour étudiants;656941.911;6860631.899;"{""type"": ""Point"", ""coordinates"": [2.413300771595909, 48.84429404251741]}";48.8442940425,2.4133007716
2852;36-38, RUE DE LA COUR DES NOUES;75020;Paris;2015;RIVP;5;0;0;0;5;construction neuve;;20;logement familial;655958.0999;6862852.643;"{""type"": ""Point"", ""coordinates"": [2.399666056855582, 48.86419863352146]}";48.8641986335,2.39966605686
3430;GARE DE LYON DAUMESNIL LOT L8;75012;Paris;2018;SABLIERE;60;1;1;0;1;construction neuve;;12;logement familial;655052.708;6860094.961;"{""type"": ""Point"", ""coordinates"": [2.387616692294336, 48.83933632078691]}";48.8393363208,2.38761669229
3188;80, RUE D'AUBERVILLIERS (FOYER RIQUET);75019;Paris;2017;RSF;226;226;0;0;0;construction neuve;Résidence social issue du plan de traitement des foyers de travailleurs migrants;19;site de desserrement de foyer de travailleur migrant;653657.159;6865609.381;"{""type"": ""Point"", ""coordinates"": [2.368002548139902, 48.88882788658198]}";48.8888278866,2.36800254814
3198;9-11, RUE DE TOUL;75012;Paris;2017;SNL-PROLOG;6;6;0;0;0;construction neuve;;12;logement familial;656140.24;6859952.909;"{""type"": ""Point"", ""coordinates"": [2.402447819203921, 48.838133767084706]}";48.8381337671,2.4024478192
15934;151, RUE DU CHEMIN VERT;75011;Paris;2019;IMM 3F RES;60;60;0;0;0;construction neuve;;11;centre d'hébergement et de réinsertion sociale;654985.743;6862693.551;"{""type"": ""Point"", ""coordinates"": [2.386429264552336, 48.86270072183754]}";48.8627007218,2.38642926455
15854;PORTE DE MONTREUIL;75020;Paris;2019;PARIS HAB;799;0;799;0;0;acquisition conventionnement;;20;logement familial;656728.023;6862083.435;"{""type"": ""Point"", ""coordinates"": [2.410238774041512, 48.85733338555655]}";48.8573333856,2.41023877404
16832;98 QUAI DE LA RAPEE;75012;Paris;2019;ELOGIE SIEMP;4;0;4;0;0;acquisition réhabilitation;;12;logement familial;653580.147;6860859.711;"{""type"": ""Point"", ""coordinates"": [2.367471202448612, 48.846109355171485]}";48.8461093552,2.36747120245
16014;MILLE ARBRES PORTE MAILLOT 16 BOULEVARD PERSHING;75017;Paris;2019;PARIS HAB;13;0;0;0;13;construction neuve;;17;logement familial;647456.137;6864768.997;"{""type"": ""Point"", ""coordinates"": [2.283544869790672, 48.88079445188474]}";48.8807944519,2.28354486979
16127;5 RUE HEGESIPPE MOREAU;75018;Paris;2019;PARIS HAB;6;6;0;0;0;acquisition conventionnement;;18;logement familial;650677.838;6865424.316;"{""type"": ""Point"", ""coordinates"": [2.327395656975061, 48.8869423313496]}";48.8869423313,2.32739565698
15932;10 RUE BOYER;75020;Paris;2019;RIVP;11;0;0;0;11;acquisition réhabilitation;;20;logement familial;655452.045;6863226.984;"{""type"": ""Point"", ""coordinates"": [2.392729065026845, 48.86753023387886]}";48.8675302339,2.39272906503
16882;18 RUE CELS;75014;Paris;2019;RIVP;6;0;6;0;0;acquisition réhabilitation;;14;logement familial;650402.207;6859840.301;"{""type"": ""Point"", ""coordinates"": [2.324288690655165, 48.8367050226616]}";48.8367050227,2.32428869066
184;18 RUE POISSONNIERE;75002;Paris;2002;SIEMP;11;0;11;0;0;acquisition réhabilitation;;2;logement familial;652161.3167;6863450.599;"{""type"": ""Point"", ""coordinates"": [2.347847152606292, 48.86930516137392]}";48.8693051614,2.34784715261
439;4 BIS - 6, RUE DE LA COUR DES NOUES;75020;Paris;2004;PARIS HAB;64;0;0;0;64;construction neuve;;20;résidence pour étudiants;656214.0517;6862813.013;"{""type"": ""Point"", ""coordinates"": [2.4031588786256632, 48.86385969436489]}";48.8638596944,2.40315887863
16885;1 RUE CHARLES FRANCOIS DUPUIS;75003;Paris;2019;IMM 3F;5;0;5;0;0;acquisition réhabilitation;;3;logement familial;653256.722;6862982.624;"{""type"": ""Point"", ""coordinates"": [2.362830903749472, 48.865177170049215]}";48.86517717,2.36283090375
15983;75, RUE DES AMANDIERS;75020;Paris;2019;PARIS HAB;7;0;7;0;0;acquisition conventionnement;;20;logement familial;655218.824;6863068.31;"{""type"": ""Point"", ""coordinates"": [2.389566679503607, 48.866087128938915]}";48.8660871289,2.3895666795
489;30 RUE ET 3 VILLA DE L'ERMITAGE;75020;Paris;2005;SIEMP;17;0;10;0;7;acquisition réhabilitation;;20;logement familial;655402.5275;6863544.062;"{""type"": ""Point"", ""coordinates"": [2.392020796907307, 48.87037823966499]}";48.8703782397,2.39202079691
497;403 BIS, RUE DE VAUGIRARD;75015;Paris;2005;FLS;1;1;0;0;0;acquisition réhabilitation;;15;logement familial;647813.3143;6859454.622;"{""type"": ""Point"", ""coordinates"": [2.2890672528550198, 48.83303216618397]}";48.8330321662,2.28906725286
508;18-18 BIS RUE DE LA MARE ET 23 RUE HENRI CHEVREAU;75020;Paris;2005;SIEMP;4;0;0;0;4;construction neuve;;20;logement familial;655172.5188;6863474.351;"{""type"": ""Point"", ""coordinates"": [2.388892661488138, 48.869735373001895]}";48.869735373,2.38889266149
513;72, RUE CASTAGNARY 2, RUE DE L'HARMONIE;75015;Paris;2005;SEMEA XV;10;10;0;0;0;construction neuve;;15;logement familial;649162.3863;6859339.635;"{""type"": ""Point"", ""coordinates"": [2.307458276688846, 48.83210590457417]}";48.8321059046,2.30745827669
526;14-16 RUE HELENE;75017;Paris;2005;SNL-PROLOG;1;1;0;0;0;acquisition réhabilitation;;17;logement familial;650475.7452;6865352.742;"{""type"": ""Point"", ""coordinates"": [2.3246482074912302, 48.886283180138655]}";48.8862831801,2.32464820749
527;92 RUE DE ROMAINVILLE;75019;Paris;2005;SNL-PROLOG;2;2;0;0;0;acquisition réhabilitation;;19;logement familial;656341.4807;6864263.0;"{""type"": ""Point"", ""coordinates"": [2.404746791186309, 48.87690784709237]}";48.8769078471,2.40474679119
528;23 RUE BECCARIA  12 PLACE D'ALIGRE;75012;Paris;2005;ESPACILHAB;45;45;0;0;0;acquisition réhabilitation;;12;foyer pour jeunes travailleurs ou résidence pour jeunes;654397.6665;6861092.061;"{""type"": ""Point"", ""coordinates"": [2.378585552774074, 48.84825725575624]}";48.8482572558,2.37858555277
